t_delta,datetime,visibility
366099,2024-05-29 10:55:17.519 MESZ(+0200),18.798490524291992
367099,2024-05-29 10:55:18.519 MESZ(+0200),19.774686813354492
368099,2024-05-29 10:55:19.519 MESZ(+0200),20.260446548461914
369100,2024-05-29 10:55:20.520 MESZ(+0200),21.207065582275391
370100,2024-05-29 10:55:21.520 MESZ(+0200),21.481645584106445
371100,2024-05-29 10:55:22.520 MESZ(+0200),21.50950813293457
372100,2024-05-29 10:55:23.520 MESZ(+0200),21.576908111572266
373100,2024-05-29 10:55:24.520 MESZ(+0200),21.539421081542969
374101,2024-05-29 10:55:25.521 MESZ(+0200),21.539421081542969
375101,2024-05-29 10:55:26.521 MESZ(+0200),21.196203231811523
376102,2024-05-29 10:55:27.522 MESZ(+0200),21.058101654052734
377102,2024-05-29 10:55:28.522 MESZ(+0200),20.942293167114258
378102,2024-05-29 10:55:29.522 MESZ(+0200),20.930767059326172
379103,2024-05-29 10:55:30.523 MESZ(+0200),21.006996154785156
380104,2024-05-29 10:55:31.524 MESZ(+0200),19.859371185302734
381104,2024-05-29 10:55:32.524 MESZ(+0200),19.197933197021484
382104,2024-05-29 10:55:33.524 MESZ(+0200),19.081186294555664
383104,2024-05-29 10:55:34.524 MESZ(+0200),19.292181015014648
384104,2024-05-29 10:55:35.524 MESZ(+0200),19.143556594848633
385105,2024-05-29 10:55:36.525 MESZ(+0200),18.228919982910156
386105,2024-05-29 10:55:37.525 MESZ(+0200),17.717376708984375
387106,2024-05-29 10:55:38.526 MESZ(+0200),15.119975090026855
388107,2024-05-29 10:55:39.527 MESZ(+0200),14.865997314453125
389107,2024-05-29 10:55:40.527 MESZ(+0200),14.841063499450684
390107,2024-05-29 10:55:41.527 MESZ(+0200),15.377524375915527
391107,2024-05-29 10:55:42.527 MESZ(+0200),15.936037063598633
392108,2024-05-29 10:55:43.528 MESZ(+0200),16.620590209960938
393108,2024-05-29 10:55:44.528 MESZ(+0200),16.692354202270508
